3.1437,0.26198,3.1437,4.017,-2.1885e-22,0.96058,1.5713
3.245,0.27042,3.245,4.1464,-2.7296e-08,0.99154,1.5718
3.3328,0.27773,3.3328,4.2586,-5.8852e-08,1.0184,1.5723
3.4068,0.2839,3.4068,4.3531,-9.3662e-08,1.041,1.5728
3.467,0.28892,3.467,4.43,-1.3041e-07,1.0594,1.5733
3.5135,0.29279,3.5135,4.4895,-1.6746e-07,1.0736,1.5738
3.5468,0.29556,3.5468,4.532,-2.0291e-07,1.0837,1.5743
3.5673,0.29728,3.5673,4.5582,-2.3463e-07,1.09,1.5748
3.5758,0.29799,3.5758,4.5691,-2.6027e-07,1.0926,1.5753
3.5732,0.29777,3.5732,4.5658,-2.7736e-07,1.0918,1.5758
3.5604,0.2967,3.5604,4.5494,-2.8335e-07,1.0879,1.5763
3.5386,0.29488,3.5386,4.5216,-2.7569e-07,1.0812,1.5768
3.509,0.29241,3.509,4.4837,-2.5194e-07,1.0722,1.5773
3.4728,0.2894,3.4728,4.4374,-2.0978e-07,1.0611,1.5778
3.4313,0.28594,3.4313,4.3844,-1.4716e-07,1.0484,1.5783
3.3858,0.28215,3.3858,4.3264,-6.2349e-08,1.0346,1.5788
3.3378,0.27815,3.3378,4.2649,4.5988e-08,1.0199,1.5793
3.2884,0.27403,3.2884,4.2018,1.7873e-07,1.0048,1.5798
3.2388,0.2699,3.2388,4.1384,3.3624e-07,0.98963,1.5803
3.1902,0.26585,3.1902,4.0764,5.1832e-07,0.97479,1.5808
3.1437,0.26198,3.1437,4.017,7.242e-07,0.96058,1.5813
3.0996,0.2583,3.0996,3.9606,8.0021e-07,0.9471,1.5818
3.0592,0.25494,3.0592,3.909,8.8048e-07,0.93476,1.5823
3.0233,0.25194,3.0233,3.8631,9.6646e-07,0.92379,1.5828
2.9924,0.24937,2.9924,3.8236,1.0599e-06,0.91435,1.5833
2.9669,0.24725,2.9669,3.7911,1.163e-06,0.90657,1.5838
2.9472,0.2456,2.9472,3.7659,1.2782e-06,0.90053,1.5843
2.9333,0.24444,2.9333,3.7481,1.4081e-06,0.89629,1.5848
2.9253,0.24378,2.9253,3.7379,1.5557e-06,0.89384,1.5853
2.923,0.24358,2.923,3.7349,1.724e-06,0.89314,1.5858
2.9262,0.24385,2.9262,3.739,1.9162e-06,0.89411,1.5863
2.9345,0.24454,2.9345,3.7496,2.1353e-06,0.89664,1.5868
2.9474,0.24562,2.9474,3.7661,2.3842e-06,0.9006,1.5873
2.9645,0.24704,2.9645,3.7879,2.6657e-06,0.90581,1.5878
2.985,0.24876,2.985,3.8142,2.9821e-06,0.9121,1.5883
3.0084,0.25071,3.0084,3.8441,3.3353e-06,0.91925,1.5888
3.034,0.25284,3.034,3.8768,3.7269e-06,0.92706,1.5893
3.061,0.25509,3.061,3.9113,4.1577e-06,0.93531,1.5898
3.0888,0.2574,3.0887,3.9467,4.6277e-06,0.94379,1.5903
3.1165,0.25972,3.1165,3.9822,5.1365e-06,0.95229,1.5908
3.1437,0.26198,3.1437,4.017,5.6827e-06,0.96059,1.5913
3.1691,0.2641,3.1691,4.0493,6.0714e-06,0.96833,1.5918
3.1925,0.26605,3.1925,4.0793,6.4721e-06,0.97551,1.5923
3.2137,0.26782,3.2137,4.1064,6.8865e-06,0.98197,1.5928
3.2321,0.26935,3.2321,4.1299,7.3164e-06,0.9876,1.5933
3.2475,0.27063,3.2475,4.1495,7.7644e-06,0.99229,1.5938
3.2595,0.27164,3.2595,4.1649,8.2333e-06,0.99598,1.5943
3.2682,0.27236,3.2682,4.176,8.7262e-06,0.99863,1.5948
3.2734,0.2728,3.2734,4.1827,9.2465e-06,1.0002,1.5953
3.2752,0.27294,3.2752,4.1849,9.798e-06,1.0008,1.5958
3.2736,0.27282,3.2736,4.1829,1.0384e-05,1.0003,1.5963
3.269,0.27243,3.269,4.177,1.1009e-05,0.99887,1.5968
3.2615,0.2718,3.2614,4.1674,1.1676e-05,0.99657,1.5973
3.2514,0.27097,3.2514,4.1545,1.2388e-05,0.9935,1.5978
3.2392,0.26995,3.2392,4.1389,1.3149e-05,0.98976,1.5983
3.2252,0.26878,3.2251,4.121,1.396e-05,0.98549,1.5988
3.2098,0.2675,3.2098,4.1014,1.4823e-05,0.9808,1.5993
3.1936,0.26615,3.1935,4.0806,1.5739e-05,0.97583,1.5998
3.1768,0.26476,3.1768,4.0592,1.6709e-05,0.97073,1.6003
3.1601,0.26337,3.1601,4.0379,1.7732e-05,0.96562,1.6008
3.1438,0.26201,3.1438,4.017,1.8805e-05,0.96062,1.6013
3.1276,0.26066,3.1276,3.9963,1.9687e-05,0.95568,1.6018
3.1125,0.2594,3.1125,3.977,2.0588e-05,0.95107,1.6023
3.0988,0.25826,3.0987,3.9594,2.151e-05,0.94688,1.6028
3.0867,0.25725,3.0867,3.944,2.2456e-05,0.94319,1.6033
3.0765,0.25641,3.0765,3.931,2.3428e-05,0.94008,1.6038
3.0684,0.25573,3.0684,3.9206,2.4429e-05,0.9376,1.6043
3.0625,0.25524,3.0624,3.913,2.5463e-05,0.93579,1.6048
3.0587,0.25493,3.0587,3.9083,2.6535e-05,0.93465,1.6053
3.0572,0.2548,3.0572,3.9064,2.7649e-05,0.93419,1.6058
3.0579,0.25486,3.0579,3.9072,2.8808e-05,0.9344,1.6063
3.0606,0.25509,3.0606,3.9107,3.0018e-05,0.93524,1.6068
3.0653,0.25548,3.0653,3.9167,3.1283e-05,0.93667,1.6073
3.0717,0.25602,3.0717,3.9249,3.2606e-05,0.93863,1.6078
3.0796,0.25668,3.0796,3.935,3.3991e-05,0.94105,1.6083
3.0888,0.25745,3.0888,3.9467,3.544e-05,0.94386,1.6088
3.099,0.2583,3.0989,3.9597,3.6956e-05,0.94696,1.6093
3.1099,0.2592,3.1098,3.9736,3.8539e-05,0.95029,1.6098
3.1212,0.26015,3.1211,3.988,4.019e-05,0.95374,1.6103
3.1326,0.2611,3.1325,4.0026,4.1907e-05,0.95724,1.6108
3.1439,0.26204,3.1438,4.017,4.3688e-05,0.96069,1.6113
3.1541,0.2629,3.1541,4.0301,4.5237e-05,0.96382,1.6118
3.1636,0.2637,3.1636,4.0422,4.6812e-05,0.96673,1.6123
3.1722,0.26441,3.1722,4.0532,4.8413e-05,0.96936,1.6128
3.1797,0.26504,3.1796,4.0628,5.0044e-05,0.97165,1.6133
3.1859,0.26556,3.1859,4.0707,5.1708e-05,0.97356,1.6138
3.1908,0.26597,3.1908,4.077,5.3409e-05,0.97506,1.6143
3.1943,0.26627,3.1943,4.0815,5.5151e-05,0.97613,1.6148
3.1964,0.26644,3.1964,4.0841,5.6939e-05,0.97677,1.6153
3.1971,0.2665,3.197,4.085,5.8778e-05,0.97698,1.6158
3.1964,0.26645,3.1963,4.0841,6.0673e-05,0.97677,1.6163
3.1944,0.26629,3.1944,4.0816,6.2629e-05,0.97618,1.6168
3.1913,0.26603,3.1913,4.0776,6.4652e-05,0.97523,1.6173
3.1872,0.26569,3.1871,4.0723,6.6745e-05,0.97396,1.6178
3.1822,0.26527,3.1821,4.0659,6.8914e-05,0.97244,1.6183
3.1765,0.2648,3.1764,4.0586,7.116e-05,0.9707,1.6188
3.1703,0.26429,3.1702,4.0506,7.3486e-05,0.9688,1.6193
3.1637,0.26374,3.1637,4.0423,7.5893e-05,0.96681,1.6198
3.1571,0.26319,3.157,4.0337,7.8381e-05,0.96477,1.6203
3.1504,0.26264,3.1503,4.0252,8.095e-05,0.96275,1.6208
3.144,0.26211,3.1439,4.017,8.3595e-05,0.96079,1.6213
3.1373,0.26156,3.1372,4.0085,8.5963e-05,0.95876,1.6218
3.1311,0.26104,3.131,4.0005,8.836e-05,0.95686,1.6223
3.1254,0.26057,3.1253,3.9933,9.079e-05,0.95513,1.6228
3.1205,0.26016,3.1204,3.9869,9.3255e-05,0.95362,1.6233
3.1163,0.25982,3.1162,3.9815,9.576e-05,0.95234,1.6238
3.1129,0.25954,3.1128,3.9773,9.8307e-05,0.95133,1.6243
3.1105,0.25934,3.1104,3.9741,0.0001009,0.95058,1.6248
3.109,0.25922,3.1089,3.9722,0.00010355,0.95012,1.6253
3.1084,0.25917,3.1083,3.9714,0.00010626,0.94994,1.6258
3.1087,0.2592,3.1085,3.9718,0.00010904,0.95003,1.6263
3.1098,0.2593,3.1097,3.9732,0.00011189,0.95039,1.6268
3.1117,0.25946,3.1116,3.9757,0.00011482,0.95098,1.6273
3.1144,0.25969,3.1143,3.979,0.00011782,0.95179,1.6278
3.1176,0.25996,3.1175,3.9832,0.00012092,0.9528,1.6283
3.1214,0.26028,3.1213,3.988,0.00012411,0.95396,1.6288
3.1256,0.26064,3.1255,3.9934,0.00012739,0.95525,1.6293
3.1301,0.26102,3.13,3.9991,0.00013077,0.95663,1.6298
3.1348,0.26141,3.1347,4.0051,0.00013424,0.95806,1.6303
3.1395,0.26181,3.1394,4.0111,0.00013781,0.95951,1.6308
3.1442,0.2622,3.144,4.017,0.00014146,0.96094,1.6313
3.1481,0.26253,3.1479,4.022,0.00014478,0.96214,1.6318
3.1517,0.26283,3.1515,4.0265,0.00014814,0.96323,1.6323
3.1548,0.2631,3.1547,4.0306,0.00015154,0.9642,1.6328
3.1575,0.26333,3.1574,4.034,0.00015497,0.96503,1.6333
3.1597,0.26352,3.1595,4.0368,0.00015845,0.96571,1.6338
3.1614,0.26366,3.1612,4.0389,0.00016198,0.96622,1.6343
3.1625,0.26376,3.1623,4.0403,0.00016556,0.96657,1.6348
3.1631,0.26381,3.1629,4.041,0.0001692,0.96675,1.6353
3.1631,0.26382,3.1629,4.0411,0.00017291,0.96677,1.6358
3.1627,0.26379,3.1625,4.0405,0.0001767,0.96664,1.6363
3.1618,0.26372,3.1616,4.0394,0.00018057,0.96638,1.6368
3.1605,0.26362,3.1603,4.0377,0.00018453,0.966,1.6373
3.1589,0.26349,3.1587,4.0357,0.00018858,0.96551,1.6377
3.1571,0.26334,3.1568,4.0333,0.00019273,0.96495,1.6382
3.155,0.26318,3.1548,4.0306,0.00019699,0.96433,1.6387
3.1529,0.263,3.1526,4.0279,0.00020136,0.96368,1.6392
3.1507,0.26283,3.1504,4.025,0.00020583,0.96302,1.6397
3.1485,0.26265,3.1483,4.0222,0.00021041,0.96236,1.6402
